FileName,Rename,SiteID,Type,TypeNo
P5062190,C_B2_2190,B2,Cent,3
P5062191,C_B2_2191,B2,Cent,3
P5062219,L_N1-4_1_0506,N1-4,Litter,1
P5062220,L_N1-4_2_0506,N1-4,Litter,1
P5062221,L_N1-4_3_0506,N1-4,Litter,1
P5062222,L_N1-4_4_0506,N1-4,Litter,1
P5062223,L_N1-4_5_0506,N1-4,Litter,1
P5062228,L_N2-2_1_0506,N2-2,Litter,1
P5062229,L_N2-2_2_0506,N2-2,Litter,1
P5062230,L_N2-2_3_0506,N2-2,Litter,1
P5062231,L_N2-2_4_0506,N2-2,Litter,1
P5062232,L_N2-2_5_0506,N2-2,Litter,1
P5072334,L_W2-5_1_0507,W2-5,Litter,1
P5072335,L_W2-5_2_0507,W2-5,Litter,1
P5072336,L_W2-5_3_0507,W2-5,Litter,1
P5072337,L_W2-5_4_0507,W2-5,Litter,1
P5072338,L_W2-5_5_0507,W2-5,Litter,1
P5072341,L_S1-5_1_0507,S1-5,Litter,1
P5072342,L_S1-5_2_0507,S1-5,Litter,1
P5072343,L_S1-5_3_0507,S1-5,Litter,1
P5072344,L_S1-5_4_0507,S1-5,Litter,1
P5072345,L_S1-5_5_0507,S1-5,Litter,1
P5072346,L_S1-3_1_0507,S1-3,Litter,1
P5072347,L_S1-3_2_0507,S1-3,Litter,1
P5072348,L_S1-3_3_0507,S1-3,Litter,1
P5072349,L_S1-3_4_0507,S1-3,Litter,1
P5072355,L_S1-3_5_0507,S1-3,Litter,1
P5072356,L_S1-1_1_0507,S1-1,Litter,1
P5072357,L_S1-1_2_0507,S1-1,Litter,1
P5072358,L_S1-1_3_0507,S1-1,Litter,1
P5072359,L_S1-1_4_0507,S1-1,Litter,1
P5072360,L_S1-1_5_0507,S1-1,Litter,1
P5072366,L_N3-3_1_0507,N3-3,Litter,1
P5072367,L_N3-3_2_0507,N3-3,Litter,1
P5072368,L_N3-3_3_0507,N3-3,Litter,1
P5072369,L_N3-3_4_0507,N3-3,Litter,1
P5072370,L_N3-3_5_0507,N3-3,Litter,1
P5072398,L_N2-3_1_0507,N2-3,Litter,1
P5072399,L_N2-3_2_0507,N2-3,Litter,1
P5072400,L_N2-3_3_0507,N2-3,Litter,1
P5072401,L_N2-3_4_0507,N2-3,Litter,1
P5072402,L_N2-3_5_0507,N2-3,Litter,1
P5072403,C_N2-3_2403,N2-3,Cent,3
P5072404,C_N2-3_2404,N2-3,Cent,3
P5072405,C_N2-3_2405,N2-3,Cent,3
P5072406,C_N2-3_2406,N2-3,Cent,3
P5072407,C_N2-3_2407,N2-3,Cent,3
P5072408,C_N2-3_2408,N2-3,Cent,3
P5072409,C_N2-3_2409,N2-3,Cent,3
P5072410,C_N2-3_2410,N2-3,Cent,3
P5072411,C_N2-3_2411,N2-3,Cent,3
P5072412,C_N2-3_2412,N2-3,Cent,3
P5072413,C_N2-3_2413,N2-3,Cent,3
P5072414,C_N2-3_2414,N2-3,Cent,3
P5072415,C_N2-3_2415,N2-3,Cent,3
P5072416,C_N2-3_2416,N2-3,Cent,3
P5072417,C_N2-3_2417,N2-3,Cent,3
P5072418,C_N2-3_2418,N2-3,Cent,3
P5072419,C_N2-3_2419,N2-3,Cent,3
P5072420,C_N2-3_2420,N2-3,Cent,3
P5072421,C_N2-3_2421,N2-3,Cent,3
P5072422,C_N2-3_2422,N2-3,Cent,3
P5072423,C_N2-3_2423,N2-3,Cent,3
P5072502,L_N2-1_1_0507,N2-1,Litter,1
P5072504,L_N2-1_2_0507,N2-1,Litter,1
P5072505,L_N2-1_3_0507,N2-1,Litter,1
P5072506,L_N2-1_4_0507,N2-1,Litter,1
P5072507,L_N2-1_5_0507,N2-1,Litter,1
P5072543,SA_N2-1_1_a,N2-1,SpAr,2
P5072545,SA_N2-1_2_a,N2-1,SpAr,2
P5072549,SA_N2-1_3_a,N2-1,SpAr,2
P5072551,SA_N2-1_4_a,N2-1,SpAr,2
P5072555,SA_N2-1_2_c,N2-1,SpAr,2
P5072557,SA_N2-1_3_c,N2-1,SpAr,2
P5072561,SA_N2-1_4_c,N2-1,SpAr,2
P5072563,SA_N2-1_1_c,N2-1,SpAr,2
P5072569,SA_N2-3_1_a,N2-3,SpAr,2
P5072571,SA_N2-3_2_a,N2-3,SpAr,2
P5072573,SA_N2-3_3_a,N2-3,SpAr,2
P5072576,SA_N2-3_4_a,N2-3,SpAr,2
P5072578,SA_N2-3_2_c,N2-3,SpAr,2
P5072579,SA_N2-3_3_c,N2-3,SpAr,2
P5072581,SA_N2-3_4_c,N2-3,SpAr,2
P5072584,SA_N2-3_1_c,N2-3,SpAr,2
P5072585,SA_N1-4_1_a,N1-4,SpAr,2
P5072588,SA_N1-4_2_a,N1-4,SpAr,2
P5072591,SA_N1-4_3_a,N1-4,SpAr,2
P5072593,SA_N1-4_4_a,N1-4,SpAr,2
P5072595,SA_N1-4_2_c,N1-4,SpAr,2
P5072597,SA_N1-4_3_c,N1-4,SpAr,2
P5072599,SA_N1-4_4_c,N1-4,SpAr,2
P5072601,SA_N1-4_1_c,N1-4,SpAr,2
P5072603,SA_N2-5_1_a,N2-5,SpAr,2
P5072605,SA_N2-5_2_a,N2-5,SpAr,2
P5072607,SA_N2-5_3_a,N2-5,SpAr,2
P5072608,SA_N2-5_4_a,N2-5,SpAr,2
P5072611,SA_N2-5_2_c,N2-5,SpAr,2
P5072613,SA_N2-5_3_c,N2-5,SpAr,2
P5072614,SA_N2-5_4_c,N2-5,SpAr,2
P5072617,SA_N2-5_1_c,N2-5,SpAr,2
P5072618,L_N2-5_1_0507,N2-5,Litter,1
P5072619,L_N2-5_2_0507,N2-5,Litter,1
P5072620,L_N2-5_3_0507,N2-5,Litter,1
P5072621,L_N2-5_4_0507,N2-5,Litter,1
P5072622,L_N2-5_5_0507,N2-5,Litter,1
P5072623,SA_N3-4_1_a,N3-4,SpAr,2
P5072625,SA_N3-4_2_a,N3-4,SpAr,2
P5072627,SA_N3-4_3_a,N3-4,SpAr,2
P5072629,SA_N3-4_4_a,N3-4,SpAr,2
P5072631,SA_N3-4_2_c,N3-4,SpAr,2
P5072633,SA_N3-4_3_c,N3-4,SpAr,2
P5072635,SA_N3-4_4_c,N3-4,SpAr,2
P5072637,SA_N3-4_1_c,N3-4,SpAr,2
P5072639,L_N3-4_1_0507,N3-4,Litter,1
P5072640,L_N3-4_2_0507,N3-4,Litter,1
P5072641,L_N3-4_3_0507,N3-4,Litter,1
P5072642,L_N3-4_4_0507,N3-4,Litter,1
P5072643,L_N3-4_5_0507,N3-4,Litter,1
P5072644,SA_N3-5_1_a,N3-5,SpAr,2
P5072646,SA_N3-5_2_a,N3-5,SpAr,2
P5072648,SA_N3-5_3_a,N3-5,SpAr,2
P5072650,SA_N3-5_4_a,N3-5,SpAr,2
P5072652,SA_N3-5_2_c,N3-5,SpAr,2
P5072655,SA_N3-5_3_c,N3-5,SpAr,2
P5072656,SA_N3-5_4_c,N3-5,SpAr,2
P5072658,SA_N3-5_1_c,N3-5,SpAr,2
P5072667,L_N3-5_1_0507,N3-5,Litter,1
P5072668,L_N3-5_2_0507,N3-5,Litter,1
P5072669,L_N3-5_3_0507,N3-5,Litter,1
P5072670,L_N3-5_4_0507,N3-5,Litter,1
P5072671,L_N3-5_5_0507,N3-5,Litter,1
P5082676,SA_S1-6_1_a,S1-6,SpAr,2
P5082680,SA_S1-6_2_a,S1-6,SpAr,2
P5082681,SA_S1-6_3_a,S1-6,SpAr,2
P5082684,SA_S1-6_4_a,S1-6,SpAr,2
P5082686,SA_S1-6_2_c,S1-6,SpAr,2
P5082688,SA_S1-6_3_c,S1-6,SpAr,2
P5082690,SA_S1-6_4_c,S1-6,SpAr,2
P5082692,SA_S1-6_1_c,S1-6,SpAr,2
P5082693,L_S1-6_1_0508,S1-6,Litter,1
P5082694,L_S1-6_2_0508,S1-6,Litter,1
P5082695,L_S1-6_3_0508,S1-6,Litter,1
P5082696,L_S1-6_4_0508,S1-6,Litter,1
P5082697,L_S1-6_5_0508,S1-6,Litter,1
P5082698,SA_S1-4_1_a,S1-4,SpAr,2
P5082700,SA_S1-4_2_a,S1-4,SpAr,2
P5082702,SA_S1-4_3_a,S1-4,SpAr,2
P5082705,SA_S1-4_4_a,S1-4,SpAr,2
P5082707,SA_S1-4_2_c,S1-4,SpAr,2
P5082708,SA_S1-4_3_c,S1-4,SpAr,2
P5082710,SA_S1-4_4_c,S1-4,SpAr,2
P5082712,SA_S1-4_1_c,S1-4,SpAr,2
P5082714,L_S1-4_2_0508,S1-4,Litter,1
P5082715,L_S1-4_3_0508,S1-4,Litter,1
P5082716,L_S1-4_4_0508,S1-4,Litter,1
P5082717,L_S1-4_5_0508,S1-4,Litter,1
P5082718,L_S1-4_1_0508,S1-4,Litter,1
P5082720,SA_S2-4_1_a,S2-4,SpAr,2
P5082721,SA_S2-4_2_a,S2-4,SpAr,2
P5082723,SA_S2-4_3_a,S2-4,SpAr,2
P5082726,SA_S2-4_4_a,S2-4,SpAr,2
P5082728,SA_S2-4_2_c,S2-4,SpAr,2
P5082729,SA_S2-4_3_c,S2-4,SpAr,2
P5082732,SA_S2-4_4_c,S2-4,SpAr,2
P5082734,SA_S2-4_1_c,S2-4,SpAr,2
P5082735,L_S2-4_1_0508,S2-4,Litter,1
P5082736,L_S2-4_2_0508,S2-4,Litter,1
P5082737,L_S2-4_3_0508,S2-4,Litter,1
P5082738,L_S2-4_4_0508,S2-4,Litter,1
P5082739,L_S2-4_5_0508,S2-4,Litter,1
P5082740,SA_S1-3_1_a,S1-3,SpAr,2
P5082743,SA_S1-3_2_a,S1-3,SpAr,2
P5082745,SA_S1-3_3_a,S1-3,SpAr,2
P5082746,SA_S1-3_4_a,S1-3,SpAr,2
P5082749,SA_S1-3_2_c,S1-3,SpAr,2
P5082751,SA_S1-3_3_c,S1-3,SpAr,2
P5082752,SA_S1-3_4_c,S1-3,SpAr,2
P5082755,SA_S1-3_1_c,S1-3,SpAr,2
P5082756,L_S1-3_1_0508,S1-3,Litter,1
P5082757,L_S1-3_2_0508,S1-3,Litter,1
P5082758,L_S1-3_3_0508,S1-3,Litter,1
P5082759,L_S1-3_4_0508,S1-3,Litter,1
P5082760,L_S1-3_5_0508,S1-3,Litter,1
P5082761,SA_S1-1_1_a,S1-1,SpAr,2
P5082764,SA_S1-1_2_a,S1-1,SpAr,2
P5082765,SA_S1-1_3_a,S1-1,SpAr,2
P5082767,SA_S1-1_4_a,S1-1,SpAr,2
P5082771,SA_S1-1_2_c,S1-1,SpAr,2
P5082773,SA_S1-1_3_c,S1-1,SpAr,2
P5082774,SA_S1-1_4_c,S1-1,SpAr,2
P5082776,SA_S1-1_1_c,S1-1,SpAr,2
P5082778,L_S1-1_1_0508,S1-1,Litter,1
P5082779,L_S1-1_2_0508,S1-1,Litter,1
P5082780,L_S1-1_3_0508,S1-1,Litter,1
P5082781,L_S1-1_4_0508,S1-1,Litter,1
P5082782,L_S1-1_5_0508,S1-1,Litter,1
P5082789,SA_N2-2_1_a,N2-2,SpAr,2
P5082791,SA_N2-2_2_a,N2-2,SpAr,2
P5082793,SA_N2-2_3_a,N2-2,SpAr,2
P5082795,SA_N2-2_4_a,N2-2,SpAr,2
P5082796,SA_N2-2_2_c,N2-2,SpAr,2
P5082798,SA_N2-2_3_c,N2-2,SpAr,2
P5082801,SA_N2-2_4_c,N2-2,SpAr,2
P5082803,SA_N2-2_1_c,N2-2,SpAr,2
P5082804,L_N2-2_1_0508,N2-2,Litter,1
P5082805,L_N2-2_2_0508,N2-2,Litter,1
P5082806,L_N2-2_3_0508,N2-2,Litter,1
P5082807,L_N2-2_4_0508,N2-2,Litter,1
P5082808,L_N2-2_5_0508,N2-2,Litter,1
P5082813,SA_B3_1_a,B3,SpAr,2
P5082817,SA_B3_2_a,B3,SpAr,2
P5082819,SA_B3_3_a,B3,SpAr,2
P5082821,SA_B3_4_a,B3,SpAr,2
P5082822,SA_B3_2_c,B3,SpAr,2
P5082825,SA_B3_3_c,B3,SpAr,2
P5082826,SA_B3_4_c,B3,SpAr,2
P5082828,SA_B3_1_c,B3,SpAr,2
P5082830,L_B3_1_0508,B3,Litter,1
P5082831,L_B3_2_0508,B3,Litter,1
P5082832,L_B3_3_0508,B3,Litter,1
P5082833,L_B3_4_0508,B3,Litter,1
P5082834,L_B3_5_0508,B3,Litter,1
P5082836,SA_B2_1_a,B2,SpAr,2
P5082838,SA_B2_2_a,B2,SpAr,2
P5082840,SA_B2_3_a,B2,SpAr,2
P5082841,SA_B2_4_a,B2,SpAr,2
P5082844,SA_B2_2_c,B2,SpAr,2
P5082846,SA_B2_3_c,B2,SpAr,2
P5082848,SA_B2_4_c,B2,SpAr,2
P5082849,SA_B2_1_c,B2,SpAr,2
P5082851,L_B2_1_0508,B2,Litter,1
P5082852,L_B2_2_0508,B2,Litter,1
P5082853,L_B2_3_0508,B2,Litter,1
P5082854,L_B2_4_0508,B2,Litter,1
P5082855,L_B2_5_0508,B2,Litter,1
P5082860,SA_B1_1_a,B1,SpAr,2
P5082863,SA_B1_2_a,B1,SpAr,2
P5082865,SA_B1_3_a,B1,SpAr,2
P5082866,SA_B1_4_a,B1,SpAr,2
P5082870,SA_B1_2_c,B1,SpAr,2
P5082872,SA_B1_3_c,B1,SpAr,2
P5082874,SA_B1_4_c,B1,SpAr,2
P5082876,SA_B1_1_c,B1,SpAr,2
P5082877,L_B1_1_0508,B1,Litter,1
P5082878,L_B1_2_0508,B1,Litter,1
P5082879,L_B1_3_0508,B1,Litter,1
P5082880,L_B1_4_0508,B1,Litter,1
P5082881,L_B1_5_0508,B1,Litter,1
P5082882,SA_W3-3_1_a,W3-3,SpAr,2
P5082884,SA_W3-3_2_a,W3-3,SpAr,2
P5082887,SA_W3-3_3_a,W3-3,SpAr,2
P5082888,SA_W3-3_4_a,W3-3,SpAr,2
P5082890,SA_W3-3_2_c,W3-3,SpAr,2
P5082892,SA_W3-3_3_c,W3-3,SpAr,2
P5082894,SA_W3-3_4_c,W3-3,SpAr,2
P5082896,SA_W3-3_1_c,W3-3,SpAr,2
P5082898,L_W3-3_1_0508,W3-3,Litter,1
P5082899,L_W3-3_2_0508,W3-3,Litter,1
P5082900,L_W3-3_3_0508,W3-3,Litter,1
P5082901,L_W3-3_4_0508,W3-3,Litter,1
P5082902,L_W3-3_5_0508,W3-3,Litter,1
P5082903,L_W2-3_1_0508,W2-3,Litter,1
P5082904,L_W2-3_2_0508,W2-3,Litter,1
P5082905,L_W2-3_3_0508,W2-3,Litter,1
P5082906,L_W2-3_4_0508,W2-3,Litter,1
P5082907,L_W2-3_5_0508,W2-3,Litter,1
P5082909,SA_W2-3_1_a,W2-3,SpAr,2
P5082910,SA_W2-3_2_a,W2-3,SpAr,2
P5082912,SA_W2-3_3_a,W2-3,SpAr,2
P5082915,SA_W2-3_4_a,W2-3,SpAr,2
P5082917,SA_W2-3_2_c,W2-3,SpAr,2
P5082919,SA_W2-3_3_c,W2-3,SpAr,2
P5082920,SA_W2-3_4_c,W2-3,SpAr,2
P5082922,SA_W2-3_1_c,W2-3,SpAr,2
P5082925,SA_W2-3_3_b,W2-3,SpAr,2
P5082926,SA_W2-3_4_d,W2-3,SpAr,2
P5082928,SA_W2-3_4_b,W2-3,SpAr,2
P5082930,SA_W2-3_1_d,W2-3,SpAr,2
P5082932,SA_W2-3_1_b,W2-3,SpAr,2
P5082935,SA_W2-3_2_d,W2-3,SpAr,2
P5082937,SA_W2-3_2_b,W2-3,SpAr,2
P5082938,SA_W2-3_3_d,W2-3,SpAr,2
P5082941,SA_W3-4_1_a,W3-4,SpAr,2
P5082942,SA_W3-4_2_d,W3-4,SpAr,2
P5082945,SA_W3-4_1_b,W3-4,SpAr,2
P5082946,SA_W3-4_2_a,W3-4,SpAr,2
P5082948,SA_W3-4_3_d,W3-4,SpAr,2
P5082950,SA_W3-4_2_b,W3-4,SpAr,2
P5082952,SA_W3-4_3_a,W3-4,SpAr,2
P5082954,SA_W3-4_4_d,W3-4,SpAr,2
P5082956,SA_W3-4_3_b,W3-4,SpAr,2
P5082958,SA_W3-4_4_a,W3-4,SpAr,2
P5082960,SA_W3-4_1_d,W3-4,SpAr,2
P5082962,SA_W3-4_4_b,W3-4,SpAr,2
P5082965,SA_W3-4_3_c,W3-4,SpAr,2
P5082966,SA_W3-4_4_c,W3-4,SpAr,2
P5082968,SA_W3-4_1_c,W3-4,SpAr,2
P5082970,SA_W3-4_2_c,W3-4,SpAr,2
P5082971,L_W3-4_1_0508,W3-4,Litter,1
P5082972,L_W3-4_2_0508,W3-4,Litter,1
P5082973,L_W3-4_3_0508,W3-4,Litter,1
P5082974,L_W3-4_4_0508,W3-4,Litter,1
P5082975,L_W3-4_5_0508,W3-4,Litter,1
P5082976,SA_W2-5_1_a,W2-5,SpAr,2
P5082978,SA_W2-5_2_d,W2-5,SpAr,2
P5082980,SA_W2-5_1_b,W2-5,SpAr,2
P5082983,SA_W2-5_2_a,W2-5,SpAr,2
P5082984,SA_W2-5_3_d,W2-5,SpAr,2
P5082987,SA_W2-5_2_b,W2-5,SpAr,2
P5082989,SA_W2-5_3_a,W2-5,SpAr,2
P5082991,SA_W2-5_4_d,W2-5,SpAr,2
P5082993,SA_W2-5_3_b,W2-5,SpAr,2
P5082994,SA_W2-5_4_a,W2-5,SpAr,2
P5082996,SA_W2-5_1_d,W2-5,SpAr,2
P5082999,SA_W2-5_4_b,W2-5,SpAr,2
P5083000,SA_W2-5_3_c,W2-5,SpAr,2
P5083003,SA_W2-5_4_c,W2-5,SpAr,2
P5083005,SA_W2-5_1_c,W2-5,SpAr,2
P5083007,SA_W2-5_2_c,W2-5,SpAr,2
P5083008,L_W2-5_1_0508,W2-5,Litter,1
P5083009,L_W2-5_2_0508,W2-5,Litter,1
P5083010,L_W2-5_3_0508,W2-5,Litter,1
P5083011,L_W2-5_4_0508,W2-5,Litter,1
P5083012,L_W2-5_5_0508,W2-5,Litter,1
P5093054,L_B2_1_0509,B2,Litter,1
P5093056,L_B2_2_0509,B2,Litter,1
P5093058,L_B2_3_0509,B2,Litter,1
P5093059,L_B2_4_0509,B2,Litter,1
P5093060,L_B2_5_0509,B2,Litter,1
P5093070,L_B1_1_0509,B1,Litter,1
P5093071,L_B1_2_0509,B1,Litter,1
P5093072,L_B1_3_0509,B1,Litter,1
P5093073,L_B1_4_0509,B1,Litter,1
P5093074,L_B1_5_0509,B1,Litter,1
P5093075,L_N3-3_1_0509,N3-3,Litter,1
P5093076,L_N3-3_2_0509,N3-3,Litter,1
P5093077,L_N3-3_3_0509,N3-3,Litter,1
P5093083,L_N3-3_4_0509,N3-3,Litter,1
P5093104,L_N3-3_5_0509,N3-3,Litter,1
P5093145,L_N1-4_1_0509,N1-4,Litter,1
P5093146,L_N1-4_2_0509,N1-4,Litter,1
P5093152,L_N1-4_3_0509,N1-4,Litter,1
P5093154,L_N1-4_4_0509,N1-4,Litter,1
P5093155,L_N1-4_5_0509,N1-4,Litter,1
P5093161,L_N3-1_1_0509,N3-1,Litter,1
P5093162,L_N3-1_2_0509,N3-1,Litter,1
P5093163,L_N3-1_3_0509,N3-1,Litter,1
P5093164,L_N3-1_4_0509,N3-1,Litter,1
P5093165,L_N3-1_5_0509,N3-1,Litter,1
P5093191,L_S1-1_1_0509,S1-1,Litter,1
P5093192,L_S1-1_2_0509,S1-1,Litter,1
P5093193,L_S1-1_3_0509,S1-1,Litter,1
P5093194,L_S1-1_4_0509,S1-1,Litter,1
P5093196,L_S1-1_5_0509,S1-1,Litter,1
P5093209,L_S1-3_1_0509,S1-3,Litter,1
P5093210,L_S1-3_2_0509,S1-3,Litter,1
P5093211,L_S1-3_3_0509,S1-3,Litter,1
P5093212,L_S1-3_4_0509,S1-3,Litter,1
P5093213,L_S1-3_5_0509,S1-3,Litter,1
P5093214,L_S1-5_5_0509,S1-5,Litter,1
P5093215,L_S1-5_4_0509,S1-5,Litter,1
P5093217,L_S1-5_3_0509,S1-5,Litter,1
P5093218,L_S1-5_2_0509,S1-5,Litter,1
P5093219,L_S1-5_1_0509,S1-5,Litter,1
P5103318,L_N2-3_1_0510,N2-3,Litter,1
P5103319,L_N2-3_2_0510,N2-3,Litter,1
P5103320,L_N2-3_3_0510,N2-3,Litter,1
P5103321,L_N2-3_4_0510,N2-3,Litter,1
P5103322,L_N2-3_5_0510,N2-3,Litter,1
P5103323,L_N2-2_1_0510,N2-2,Litter,1
P5103324,L_N2-2_2_0510,N2-2,Litter,1
P5103325,L_N2-2_3_0510,N2-2,Litter,1
P5103329,L_N2-2_4_0510,N2-2,Litter,1
P5103330,L_N2-2_5_0510,N2-2,Litter,1
P5103398,L_N2-1_1_0510,N2-1,Litter,1
P5103399,L_N2-1_2_0510,N2-1,Litter,1
P5103400,L_N2-1_3_0510,N2-1,Litter,1
P5103401,L_N2-1_4_0510,N2-1,Litter,1
P5103402,L_N2-1_5_0510,N2-1,Litter,1
P5113466,L_W2-5_1_0511,W2-5,Litter,1
P5113467,L_W2-5_2_0511,W2-5,Litter,1
P5113468,L_W2-5_3_0511,W2-5,Litter,1
P5113469,L_W2-5_4_0511,W2-5,Litter,1
P5113470,L_W2-5_5_0511,W2-5,Litter,1
P5113472,L_W3-4_1_0511,W3-4,Litter,1
P5113473,L_W3-4_2_0511,W3-4,Litter,1
P5113474,L_W3-4_3_0511,W3-4,Litter,1
P5113475,L_W3-4_4_0511,W3-4,Litter,1
P5113476,L_W3-4_5_0511,W3-4,Litter,1
P5113477,L_W2-3_1_0511,W2-3,Litter,1
P5113478,L_W2-3_2_0511,W2-3,Litter,1
P5113479,L_W2-3_3_0511,W2-3,Litter,1
P5113480,L_W2-3_4_0511,W2-3,Litter,1
P5113481,L_W2-3_5_0511,W2-3,Litter,1
P5113482,L_W3-3_1_0511,W3-3,Litter,1
P5113483,L_W3-3_2_0511,W3-3,Litter,1
P5113484,L_W3-3_3_0511,W3-3,Litter,1
P5113485,L_W3-3_4_0511,W3-3,Litter,1
P5113486,L_W3-3_5_0511,W3-3,Litter,1
P5113487,L_S1-6_1_0511,S1-6,Litter,1
P5113488,L_S1-6_2_0511,S1-6,Litter,1
P5113489,L_S1-6_3_0511,S1-6,Litter,1
P5113490,L_S1-6_4_0511,S1-6,Litter,1
P5113491,L_S1-6_5_0511,S1-6,Litter,1
P5113499,L_S1-5_1_0511,S1-5,Litter,1
P5113500,L_S1-5_2_0511,S1-5,Litter,1
P5113501,L_S1-5_3_0511,S1-5,Litter,1
P5113502,L_S1-5_4_0511,S1-5,Litter,1
P5113503,L_S1-5_5_0511,S1-5,Litter,1
P5113512,L_S1-4_1_0511,S1-4,Litter,1
P5113513,L_S1-4_2_0511,S1-4,Litter,1
P5113514,L_S1-4_3_0511,S1-4,Litter,1
P5113515,L_S1-4_4_0511,S1-4,Litter,1
P5113516,L_S1-4_5_0511,S1-4,Litter,1
P5113524,L_S2-4_1_0511,S2-4,Litter,1
P5113525,L_S2-4_2_0511,S2-4,Litter,1
P5113526,L_S2-4_3_0511,S2-4,Litter,1
P5113527,L_S2-4_4_0511,S2-4,Litter,1
P5113528,L_S2-4_5_0511,S2-4,Litter,1
P5113537,L_S1-3_1_0511,S1-3,Litter,1
P5113538,L_S1-3_2_0511,S1-3,Litter,1
P5113539,L_S1-3_3_0511,S1-3,Litter,1
P5113540,L_S1-3_4_0511,S1-3,Litter,1
P5113541,L_S1-3_5_0511,S1-3,Litter,1
P5113542,L_S1-1_1_0511,S1-1,Litter,1
P5113543,L_S1-1_2_0511,S1-1,Litter,1
P5113545,L_S1-1_3_0511,S1-1,Litter,1
P5113546,L_S1-1_4_0511,S1-1,Litter,1
P5113547,L_S1-1_5_0511,S1-1,Litter,1
P5113562,L_B1_1_0511,B1,Litter,1
P5113563,L_B1_2_0511,B1,Litter,1
P5113564,L_B1_3_0511,B1,Litter,1
P5113565,L_B1_4_0511,B1,Litter,1
P5113566,L_B1_5_0511,B1,Litter,1
P5113567,L_N3-3_5_0511,N3-3,Litter,1
P5113568,L_N3-3_4_0511,N3-3,Litter,1
P5113569,L_N3-3_3_0511,N3-3,Litter,1
P5113570,L_N3-3_2_0511,N3-3,Litter,1
P5113571,L_N3-3_1_0511,N3-3,Litter,1
P5113586,L_N1-4_1_0511,N1-4,Litter,1
P5113587,L_N1-4_2_0511,N1-4,Litter,1
P5113588,L_N1-4_3_0511,N1-4,Litter,1
P5113589,L_N1-4_4_0511,N1-4,Litter,1
P5113590,L_N1-4_5_0511,N1-4,Litter,1
P5113591,L_N2-3_1_0511,N2-3,Litter,1
P5113592,L_N2-3_2_0511,N2-3,Litter,1
P5113593,L_N2-3_3_0511,N2-3,Litter,1
P5113594,L_N2-3_4_0511,N2-3,Litter,1
P5113595,L_N2-3_5_0511,N2-3,Litter,1
P5113596,L_N2-2_5_0511,N2-2,Litter,1
P5113597,L_N2-2_4_0511,N2-2,Litter,1
P5113598,L_N2-2_3_0511,N2-2,Litter,1
P5113599,L_N2-2_2_0511,N2-2,Litter,1
P5113600,L_N2-2_1_0511,N2-2,Litter,1
P5113601,L_N2-1_1_0511,N2-1,Litter,1
P5113602,L_N2-1_2_0511,N2-1,Litter,1
P5113603,L_N2-1_3_0511,N2-1,Litter,1
P5113604,L_N2-1_4_0511,N2-1,Litter,1
P5113605,L_N2-1_5_0511,N2-1,Litter,1
P5113615,L_N3-1_1_0511,N3-1,Litter,1
P5113616,L_N3-1_2_0511,N3-1,Litter,1
P5113617,L_N3-1_3_0511,N3-1,Litter,1
P5113618,L_N3-1_4_0511,N3-1,Litter,1
P5113619,L_N3-1_5_0511,N3-1,Litter,1
P5113630,L_N3-5_1_0511,N3-5,Litter,1
P5113631,L_N3-5_2_0511,N3-5,Litter,1
P5113632,L_N3-5_3_0511,N3-5,Litter,1
P5113633,L_N3-5_4_0511,N3-5,Litter,1
P5113634,L_N3-5_5_0511,N3-5,Litter,1
P5113647,L_B3_1_0511,B3,Litter,1
P5113648,L_B3_2_0511,B3,Litter,1
P5113649,L_B3_3_0511,B3,Litter,1
P5113650,L_B3_4_0511,B3,Litter,1
P5113651,L_B3_5_0511,B3,Litter,1
P5113658,L_B2_5_0511,B2,Litter,1
P5113659,L_B2_4_0511,B2,Litter,1
P5113660,L_B2_3_0511,B2,Litter,1
P5113661,L_B2_2_0511,B2,Litter,1
P5113662,L_B2_1_0511,B2,Litter,1
P5113663,L_N3-4_1_0511,N3-4,Litter,1
P5113664,L_N3-4_2_0511,N3-4,Litter,1
P5113665,L_N3-4_3_0511,N3-4,Litter,1
P5113666,L_N3-4_4_0511,N3-4,Litter,1
P5113667,L_N3-4_5_0511,N3-4,Litter,1
P5113668,L_N2-5_1_0511,N2-5,Litter,1
P5113669,L_N2-5_2_0511,N2-5,Litter,1
P5113670,L_N2-5_3_0511,N2-5,Litter,1
P5113671,L_N2-5_4_0511,N2-5,Litter,1
P5113672,L_N2-5_5_0511,N2-5,Litter,1
